57	250
58	251
58	252
58	253
58	254
58	255
58	256
58	257
58	258
58	259
58	260
58	261
58	262
58	263
58	264
58	265
58	266
58	267
59	267
59	268
59	269
60	269
61	269
61	270
62	270
63	270
64	270
65	271
66	271
67	271
68	271
69	271
70	272
71	272
72	272
73	273
74	273
75	273
77	273
78	274
79	274
80	274
81	275
82	276
83	276
84	276
85	276
86	277
87	277
88	277
89	277
91	277
92	277
93	277
94	277
95	277
96	278
97	278
99	278
100	278
101	278
102	279
103	279
104	279
105	280
107	280
108	280
109	280
110	280
111	280
112	280
113	280
114	280
115	280
115	281
116	281
117	282
118	282
120	283
121	283
122	284
124	284
125	284
126	284
127	284
128	284
129	284
130	284
131	284
132	284
134	284
135	284
135	283
136	282
136	281
136	280
136	279
136	278
136	277
136	276
136	274
136	273
136	271
136	270
136	269
136	268
136	267
136	266
136	265
137	265
137	264
137	263
137	262
137	261
137	259
137	258
137	257
137	256
137	255
137	254
137	253
137	252
137	251
137	250
137	249
137	248
137	247
136	247
136	246
136	245
136	244
136	243
135	243
135	241
135	240
134	239
134	238
134	237
134	236
133	234
133	233
133	232
133	231
133	230
133	229
133	228
133	227
133	226
133	225
134	224
134	223
134	222
134	221
134	220
134	219
134	217
134	216
134	215
135	214
135	213
135	211
135	210
135	208
135	207
135	206
136	206
136	205
136	204
136	203
136	202
136	200
137	198
138	197
138	196
138	195
138	194
138	193
138	192
139	191
139	190
139	189
139	188
139	187
140	187
140	186
140	185
140	183
140	182
140	181
140	180
140	179
141	179
142	179
143	179
144	179
145	179
146	179
148	179
152	179
154	179
156	179
158	179
161	179
162	179
164	179
165	179
166	179
167	179
169	179
170	179
171	179
172	179
174	179
175	179
176	179
178	179
180	179
181	179
182	179
183	179
184	179
185	179
188	179
189	179
190	179
191	179
194	179
195	179
196	179
197	179
198	179
199	179
201	179
202	179
203	179
204	179
205	179
206	179
208	179
209	179
210	179
212	179
213	179
214	179
216	179
217	179
218	179
219	179
220	179
221	179
222	179
223	179
224	179
225	179
226	179
227	179
228	179
229	179
229	180
230	180
230	181
231	181
231	182
231	184
231	185
231	186
231	187
231	188
231	189
231	190
231	191
231	192
231	193
231	194
231	195
232	195
233	195
234	195
235	195
237	195
239	195
240	195
241	195
242	195
245	195
246	195
247	195
248	195
249	195
250	195
250	194
251	193
252	193
253	193
254	192
255	191
256	189
257	188
259	186
260	186
261	185
262	184
263	183
263	181
263	179
263	178
263	177
263	176
263	175
263	174
263	173
263	171
263	170
263	168
263	166
263	165
263	164
263	163
263	161
263	160
263	159
263	158
263	157
263	155
264	154
264	153
264	152
264	149
265	147
266	145
266	144
267	144
268	141
269	139
269	138
271	134
273	132
275	129
276	127
277	126
278	124
278	123
278	122
279	120
280	118
281	117
281	116
282	115
282	114
283	113
283	112
283	111
283	110
284	108
284	107
286	106
286	105
286	104
286	103
286	102
286	101
287	100
287	99
288	97
290	96
290	94
291	94
291	93
291	92
291	91
291	90
291	89
292	88
292	87
293	87
294	87
294	86
294	85
295	85
295	84
296	84
297	84
298	83
299	83
300	83
301	83
302	82
304	81
305	81
306	80
307	79
308	78
308	77
308	76
308	75
308	73
308	71
308	68
308	67
308	66
308	64
308	63
308	62
